timestamp,machine_id,vibration,acoustic,temperature,current,IMF_1,IMF_2,IMF_3,signature_valid,seq_gap,inter_arrival_ms,label,label_name
2024-07-01 08:13:15,M01,1.221,0.837,72.1,15.41,0.151,-0.082,0.01,1,1,1016,1,PANNE_PHYSIQUE
2024-07-01 08:13:16,M01,1.107,0.767,78.76,14.41,0.218,0.117,-0.05,1,1,1021,1,PANNE_PHYSIQUE
2024-07-01 08:13:17,M02,1.252,0.809,74.49,15.57,0.212,-0.131,-0.009,1,1,951,1,PANNE_PHYSIQUE
2024-07-01 08:13:18,M02,1.282,0.898,77.72,16.59,0.121,0.017,-0.038,1,1,1070,1,PANNE_PHYSIQUE
2024-07-01 08:13:19,M02,1.218,0.833,78.29,14.96,0.283,0.123,-0.016,1,1,1026,1,PANNE_PHYSIQUE
2024-07-01 08:13:20,M02,1.047,0.927,78.85,14.02,0.285,-0.22,-0.017,1,1,1008,1,PANNE_PHYSIQUE
2024-07-01 08:13:21,M01,1.118,0.755,74.51,14.01,0.313,0.212,-0.023,1,1,1068,1,PANNE_PHYSIQUE
2024-07-01 08:13:22,M02,1.242,0.73,77.24,15.58,0.203,-0.041,-0.053,1,1,1022,1,PANNE_PHYSIQUE
2024-07-01 08:13:23,M02,1.198,1.006,81.41,14.97,0.232,0.018,0.057,1,1,1044,1,PANNE_PHYSIQUE
2024-07-01 08:13:24,M01,0.979,0.969,81.51,15.66,0.233,0.063,0.009,1,1,974,1,PANNE_PHYSIQUE
2024-07-01 08:13:25,M03,1.297,0.815,79.77,14.62,0.359,0.079,-0.01,1,1,948,1,PANNE_PHYSIQUE
2024-07-01 08:13:26,M03,1.208,0.897,78.21,15.62,0.027,0.032,0.026,1,1,958,1,PANNE_PHYSIQUE
2024-07-01 08:13:27,M02,1.13,0.978,74.99,14.89,0.165,0.107,0.016,1,1,1014,1,PANNE_PHYSIQUE
2024-07-01 08:13:28,M02,1.277,0.931,79.12,14.47,0.236,0.057,0.008,1,1,931,1,PANNE_PHYSIQUE
2024-07-01 08:13:29,M02,1.142,0.909,77.02,14.71,0.156,0.186,0.023,1,1,967,1,PANNE_PHYSIQUE
2024-07-01 08:13:30,M03,1.141,0.984,78.75,14.12,0.216,0.058,0.003,1,1,1051,1,PANNE_PHYSIQUE
2024-07-01 08:13:31,M01,1.225,0.84,75.88,16.48,0.226,0.207,0.023,1,1,955,1,PANNE_PHYSIQUE
2024-07-01 08:13:32,M01,1.34,0.9,76.98,14.94,0.187,0.097,0.026,1,1,1003,1,PANNE_PHYSIQUE
2024-07-01 08:13:33,M03,1.328,0.896,77.79,15.49,0.24,-0.184,0.004,1,1,1050,1,PANNE_PHYSIQUE
2024-07-01 08:13:34,M03,1.226,0.876,77.99,14.61,0.281,0.274,-0.01,1,1,1000,1,PANNE_PHYSIQUE
2024-07-01 08:13:35,M02,1.234,0.867,78.58,14.23,0.218,-0.056,0.055,1,1,1023,1,PANNE_PHYSIQUE
2024-07-01 08:13:36,M02,1.26,0.903,76.01,14.84,0.202,0.158,-0.019,1,1,959,1,PANNE_PHYSIQUE
2024-07-01 08:13:37,M01,1.095,0.9,74.18,15.82,0.223,0.006,0.013,1,1,1016,1,PANNE_PHYSIQUE
2024-07-01 08:13:38,M03,1.248,0.815,81.3,14.62,0.235,0.113,0.013,1,1,956,1,PANNE_PHYSIQUE
2024-07-01 08:13:39,M01,1.137,0.961,83.37,14.37,0.107,-0.068,-0.024,1,1,1033,1,PANNE_PHYSIQUE
2024-07-01 08:13:40,M02,1.222,0.821,78.47,15.13,0.269,0.068,-0.032,1,1,1021,1,PANNE_PHYSIQUE
2024-07-01 08:13:41,M01,1.178,0.88,74.22,15.38,0.202,-0.023,-0.015,1,1,975,1,PANNE_PHYSIQUE
2024-07-01 08:13:42,M03,1.237,0.874,75.54,16.23,0.328,0.167,-0.02,1,1,963,1,PANNE_PHYSIQUE
2024-07-01 08:13:43,M01,1.206,0.926,78.62,15.27,0.279,0.049,-0.056,1,1,1036,1,PANNE_PHYSIQUE
2024-07-01 08:13:44,M02,0.949,0.731,80.62,15.49,0.321,0.1,-0.026,1,1,983,1,PANNE_PHYSIQUE
2024-07-01 08:13:45,M02,1.211,0.968,74.49,15.54,0.161,-0.221,0.008,1,1,945,1,PANNE_PHYSIQUE
2024-07-01 08:13:46,M01,1.248,0.844,77.1,14.16,0.208,-0.005,0.045,1,1,973,1,PANNE_PHYSIQUE
2024-07-01 08:13:47,M01,1.232,0.994,77.87,14.3,0.144,0.046,0.019,1,1,1018,1,PANNE_PHYSIQUE
2024-07-01 08:13:48,M01,1.188,0.86,79.47,14.21,0.183,0.027,-0.098,1,1,996,1,PANNE_PHYSIQUE
2024-07-01 08:13:49,M02,1.329,0.894,76.58,14.02,0.327,0.103,0.022,1,1,1003,1,PANNE_PHYSIQUE
2024-07-01 08:13:50,M02,1.222,1.048,73.65,15.6,0.345,-0.035,-0.022,1,1,993,1,PANNE_PHYSIQUE
2024-07-01 08:13:51,M01,1.232,0.876,78.89,15.22,0.151,0.008,0.015,1,1,982,1,PANNE_PHYSIQUE
2024-07-01 08:13:52,M02,1.281,0.995,80.1,15.07,0.202,0.126,-0.002,1,1,1009,1,PANNE_PHYSIQUE
2024-07-01 08:13:53,M01,1.226,0.901,77.2,13.09,0.23,-0.233,-0.009,1,1,1007,1,PANNE_PHYSIQUE
2024-07-01 08:13:54,M01,1.124,0.93,78.37,16.53,0.278,0.064,-0.006,1,1,952,1,PANNE_PHYSIQUE
2024-07-01 08:13:55,M01,1.0,0.903,76.26,14.35,0.106,-0.031,-0.003,1,1,1015,1,PANNE_PHYSIQUE
2024-07-01 08:13:56,M01,1.158,0.964,75.37,16.53,0.117,-0.091,0.048,1,1,1058,1,PANNE_PHYSIQUE
2024-07-01 08:13:57,M03,1.258,0.844,79.86,13.94,0.271,0.038,-0.003,1,1,983,1,PANNE_PHYSIQUE
2024-07-01 08:13:58,M01,1.168,0.82,78.33,14.41,0.092,0.131,0.038,1,1,1008,1,PANNE_PHYSIQUE
2024-07-01 08:13:59,M01,1.261,0.847,78.58,13.38,0.202,0.111,0.033,1,1,962,1,PANNE_PHYSIQUE
2024-07-01 08:14:00,M01,1.209,0.905,81.01,15.28,0.247,-0.011,0.023,1,1,954,1,PANNE_PHYSIQUE
2024-07-01 08:14:01,M02,1.3,0.88,74.87,14.2,0.266,0.094,-0.068,1,1,1007,1,PANNE_PHYSIQUE
2024-07-01 08:14:02,M01,1.173,0.954,76.08,14.22,0.225,0.093,0.039,1,1,973,1,PANNE_PHYSIQUE
2024-07-01 08:14:03,M02,1.234,1.0,77.78,13.99,0.208,-0.006,-0.019,1,1,978,1,PANNE_PHYSIQUE
2024-07-01 08:14:04,M01,1.237,0.821,76.05,15.59,0.297,-0.068,0.025,1,1,1052,1,PANNE_PHYSIQUE
2024-07-01 08:14:05,M01,1.318,0.84,79.28,15.54,0.256,-0.062,-0.038,1,1,1006,1,PANNE_PHYSIQUE
2024-07-01 08:14:06,M03,1.059,0.784,76.95,16.35,0.188,0.09,-0.046,1,1,1022,1,PANNE_PHYSIQUE
2024-07-01 08:14:07,M01,1.16,1.058,75.02,14.5,0.238,-0.001,0.071,1,1,1007,1,PANNE_PHYSIQUE
2024-07-01 08:14:08,M03,1.265,0.922,77.56,15.17,0.263,-0.105,-0.037,1,1,1010,1,PANNE_PHYSIQUE
2024-07-01 08:14:09,M02,1.321,0.935,77.81,14.06,0.362,-0.171,0.04,1,1,1010,1,PANNE_PHYSIQUE
2024-07-01 08:14:10,M03,1.216,0.792,79.64,14.76,0.293,0.09,0.003,1,1,998,1,PANNE_PHYSIQUE
2024-07-01 08:14:11,M01,1.173,0.898,78.34,14.63,0.325,-0.053,-0.017,1,1,1001,1,PANNE_PHYSIQUE
2024-07-01 08:14:12,M02,1.258,0.938,78.51,15.35,0.19,0.038,-0.003,1,1,1010,1,PANNE_PHYSIQUE
2024-07-01 08:14:13,M03,1.267,0.878,78.17,15.76,0.197,0.132,-0.05,1,1,952,1,PANNE_PHYSIQUE
2024-07-01 08:14:14,M02,1.167,0.982,76.95,15.74,0.218,-0.132,-0.002,1,1,986,1,PANNE_PHYSIQUE
2024-07-01 08:14:15,M03,1.223,1.08,75.68,14.39,0.225,-0.001,-0.042,1,1,1019,1,PANNE_PHYSIQUE
2024-07-01 08:14:16,M02,1.292,0.823,78.09,15.75,0.161,-0.014,-0.016,1,1,1018,1,PANNE_PHYSIQUE
2024-07-01 08:14:17,M02,1.349,0.817,76.6,14.98,0.328,0.043,0.032,1,1,1024,1,PANNE_PHYSIQUE
2024-07-01 08:14:18,M01,1.256,0.828,81.46,14.77,0.3,0.132,0.008,1,1,1045,1,PANNE_PHYSIQUE
2024-07-01 08:14:19,M01,1.2,1.024,80.62,14.49,0.213,-0.134,-0.056,1,1,960,1,PANNE_PHYSIQUE
2024-07-01 08:14:20,M01,1.192,0.98,78.92,14.6,0.282,0.062,0.03,1,1,987,1,PANNE_PHYSIQUE
2024-07-01 08:14:21,M03,1.241,0.887,78.31,16.3,0.252,0.11,-0.002,1,1,1016,1,PANNE_PHYSIQUE
2024-07-01 08:14:22,M01,1.187,0.9,77.19,15.24,0.288,-0.016,-0.022,1,1,1016,1,PANNE_PHYSIQUE
2024-07-01 08:14:23,M02,1.212,0.833,74.37,15.14,0.136,-0.011,0.026,1,1,985,1,PANNE_PHYSIQUE
2024-07-01 08:14:24,M03,1.111,0.968,76.88,14.82,0.225,0.047,-0.008,1,1,992,1,PANNE_PHYSIQUE
2024-07-01 08:14:25,M03,1.301,0.868,77.64,16.82,0.231,0.039,-0.045,1,1,1033,1,PANNE_PHYSIQUE
2024-07-01 08:14:26,M01,1.104,0.877,77.95,15.98,0.281,0.064,0.066,1,1,959,1,PANNE_PHYSIQUE
2024-07-01 08:14:27,M02,1.162,0.946,78.53,14.48,0.189,0.062,-0.002,1,1,973,1,PANNE_PHYSIQUE
2024-07-01 08:14:28,M01,1.204,0.883,79.61,14.81,0.052,-0.098,-0.005,1,1,1018,1,PANNE_PHYSIQUE
2024-07-01 08:14:29,M01,1.357,0.879,75.74,14.85,0.156,0.106,-0.017,1,1,1062,1,PANNE_PHYSIQUE
2024-07-01 08:14:30,M03,1.162,0.898,75.76,15.12,0.231,0.124,0.042,1,1,983,1,PANNE_PHYSIQUE
2024-07-01 08:14:31,M01,1.143,0.96,80.88,14.49,0.24,0.023,-0.021,1,1,1024,1,PANNE_PHYSIQUE
2024-07-01 08:14:32,M01,1.152,1.027,79.25,15.33,0.359,-0.151,-0.059,1,1,965,1,PANNE_PHYSIQUE
2024-07-01 08:14:33,M02,1.33,0.944,76.46,16.08,0.278,-0.008,-0.027,1,1,989,1,PANNE_PHYSIQUE
2024-07-01 08:14:34,M01,0.97,0.961,77.14,14.04,0.241,0.024,0.047,1,1,979,1,PANNE_PHYSIQUE
2024-07-01 08:14:35,M03,1.116,0.882,77.15,14.18,0.233,-0.115,0.029,1,1,1044,1,PANNE_PHYSIQUE
2024-07-01 08:14:36,M01,1.417,0.842,77.48,14.65,0.316,-0.034,-0.011,1,1,976,1,PANNE_PHYSIQUE
2024-07-01 08:14:37,M02,1.244,0.949,78.53,14.69,0.192,-0.143,0.049,1,1,1012,1,PANNE_PHYSIQUE
2024-07-01 08:14:38,M01,1.107,0.911,83.48,16.49,0.225,0.066,0.026,1,1,944,1,PANNE_PHYSIQUE
2024-07-01 08:14:39,M01,1.193,0.785,77.86,15.75,0.155,0.021,-0.012,1,1,943,1,PANNE_PHYSIQUE
2024-07-01 08:14:40,M03,1.202,0.872,78.99,15.71,0.34,-0.167,-0.008,1,1,1025,1,PANNE_PHYSIQUE
2024-07-01 08:14:41,M01,1.265,0.891,73.35,14.81,0.264,0.04,0.01,1,1,1000,1,PANNE_PHYSIQUE
2024-07-01 08:14:42,M02,1.345,0.857,76.24,14.8,0.183,-0.002,-0.032,1,1,948,1,PANNE_PHYSIQUE
2024-07-01 08:14:43,M02,1.228,1.014,80.35,13.94,0.227,0.057,-0.002,1,1,1037,1,PANNE_PHYSIQUE
2024-07-01 08:14:44,M02,1.153,0.935,78.37,15.59,0.273,-0.037,0.01,1,1,967,1,PANNE_PHYSIQUE
2024-07-01 08:14:45,M01,1.26,1.006,66.87,15.37,0.217,-0.08,-0.064,1,1,1018,1,PANNE_PHYSIQUE
2024-07-01 08:14:46,M01,1.14,0.918,79.02,15.96,0.196,-0.076,-0.009,1,1,1019,1,PANNE_PHYSIQUE
2024-07-01 08:14:47,M02,1.113,0.904,82.0,14.85,0.187,-0.052,-0.013,1,1,1080,1,PANNE_PHYSIQUE
2024-07-01 08:14:48,M02,1.054,0.824,72.61,14.91,0.26,0.005,0.036,1,1,1021,1,PANNE_PHYSIQUE
2024-07-01 08:14:49,M02,1.07,0.899,81.05,15.14,0.209,0.019,-0.07,1,1,994,1,PANNE_PHYSIQUE
2024-07-01 08:14:50,M02,1.124,0.899,70.75,15.67,0.202,-0.016,-0.016,1,1,925,1,PANNE_PHYSIQUE
2024-07-01 08:14:51,M01,1.101,0.79,79.65,13.92,0.137,-0.04,-0.02,1,1,977,1,PANNE_PHYSIQUE
2024-07-01 08:14:52,M03,1.222,0.855,77.38,15.55,0.241,-0.033,0.034,1,1,1021,1,PANNE_PHYSIQUE
2024-07-01 08:14:53,M02,1.1,0.872,71.76,14.99,0.222,0.263,-0.003,1,1,1009,1,PANNE_PHYSIQUE
2024-07-01 08:14:54,M02,0.943,0.93,78.47,14.23,0.212,-0.076,0.064,1,1,969,1,PANNE_PHYSIQUE
2024-07-01 08:14:55,M03,1.112,0.934,80.16,13.47,0.25,-0.054,0.023,1,1,952,1,PANNE_PHYSIQUE
2024-07-01 08:14:56,M03,1.158,0.852,78.27,14.91,0.29,0.345,-0.017,1,1,1089,1,PANNE_PHYSIQUE
2024-07-01 08:14:57,M03,1.148,0.935,78.8,16.08,0.287,0.047,0.007,1,1,1065,1,PANNE_PHYSIQUE
2024-07-01 08:14:58,M01,1.319,0.883,76.41,16.25,0.276,-0.14,-0.015,1,1,1051,1,PANNE_PHYSIQUE
2024-07-01 08:14:59,M01,1.147,0.671,72.93,15.27,0.218,0.091,0.03,1,1,1046,1,PANNE_PHYSIQUE
2024-07-01 08:15:00,M01,1.268,0.859,79.06,16.46,0.194,-0.091,-0.051,1,1,996,1,PANNE_PHYSIQUE
2024-07-01 08:15:01,M01,1.195,0.983,81.6,14.98,0.159,0.098,-0.032,1,1,1060,1,PANNE_PHYSIQUE
2024-07-01 08:15:02,M01,1.193,0.765,80.11,15.72,0.192,-0.018,0.015,1,1,1045,1,PANNE_PHYSIQUE
2024-07-01 08:15:03,M02,1.129,0.906,72.63,14.68,0.237,-0.042,0.043,1,1,950,1,PANNE_PHYSIQUE
2024-07-01 08:15:04,M02,1.192,1.023,73.76,14.63,0.178,0.17,-0.083,1,1,976,1,PANNE_PHYSIQUE
2024-07-01 08:15:05,M03,1.135,0.838,75.37,14.51,0.242,0.062,0.049,1,1,1037,1,PANNE_PHYSIQUE
2024-07-01 08:15:06,M03,1.21,0.898,73.58,13.49,0.164,0.104,-0.007,1,1,935,1,PANNE_PHYSIQUE
2024-07-01 08:15:07,M02,1.177,0.795,77.51,15.96,0.113,0.048,-0.071,1,1,966,1,PANNE_PHYSIQUE
2024-07-01 08:15:08,M02,1.12,1.026,78.34,14.54,0.296,-0.043,-0.113,1,1,942,1,PANNE_PHYSIQUE
2024-07-01 08:15:09,M01,1.277,0.891,73.97,14.42,0.2,0.067,-0.058,1,1,986,1,PANNE_PHYSIQUE
2024-07-01 08:15:10,M03,1.231,0.901,79.27,14.14,0.174,0.129,-0.003,1,1,1033,1,PANNE_PHYSIQUE
2024-07-01 08:15:11,M03,1.16,1.004,78.84,14.86,0.155,0.017,-0.004,1,1,969,1,PANNE_PHYSIQUE
2024-07-01 08:15:12,M03,1.208,0.95,76.08,16.31,0.266,0.19,0.022,1,1,904,1,PANNE_PHYSIQUE
2024-07-01 08:15:13,M02,1.19,0.829,76.99,16.56,0.336,0.092,-0.022,1,1,1071,1,PANNE_PHYSIQUE
2024-07-01 08:15:14,M01,1.126,0.847,72.72,13.78,0.206,0.025,-0.043,1,1,1083,1,PANNE_PHYSIQUE
2024-07-01 08:15:15,M02,1.202,0.937,76.6,14.75,0.219,0.029,-0.017,1,1,967,1,PANNE_PHYSIQUE
2024-07-01 08:15:16,M02,1.146,0.848,77.42,14.24,0.314,0.018,-0.001,1,1,988,1,PANNE_PHYSIQUE
2024-07-01 08:15:17,M03,1.12,0.731,77.8,15.74,0.102,-0.126,0.007,1,1,979,1,PANNE_PHYSIQUE
2024-07-01 08:15:18,M02,1.066,0.893,78.31,15.22,0.38,-0.006,-0.031,1,1,1009,1,PANNE_PHYSIQUE
2024-07-01 08:15:19,M02,1.168,0.781,77.99,14.54,0.415,0.026,0.031,1,1,977,1,PANNE_PHYSIQUE
2024-07-01 08:15:20,M02,1.242,1.025,76.77,15.06,0.036,-0.04,-0.025,1,1,978,1,PANNE_PHYSIQUE
2024-07-01 08:15:21,M02,1.14,0.912,78.09,14.66,0.228,0.038,-0.034,1,1,960,1,PANNE_PHYSIQUE
2024-07-01 08:15:22,M02,1.4,0.826,79.8,16.2,0.182,0.006,-0.022,1,1,1018,1,PANNE_PHYSIQUE
2024-07-01 08:15:23,M03,1.268,0.843,77.17,15.41,0.216,0.084,0.038,1,1,1005,1,PANNE_PHYSIQUE
2024-07-01 08:15:24,M01,1.302,0.749,78.16,15.51,0.205,0.072,-0.007,1,1,1055,1,PANNE_PHYSIQUE
2024-07-01 08:15:25,M01,1.261,0.811,76.95,13.04,0.295,0.021,-0.027,1,1,1036,1,PANNE_PHYSIQUE
2024-07-01 08:15:26,M01,1.346,0.978,75.85,14.96,0.227,-0.138,0.032,1,1,928,1,PANNE_PHYSIQUE
2024-07-01 08:15:27,M01,1.133,1.073,78.65,16.55,0.168,0.189,0.077,1,1,1001,1,PANNE_PHYSIQUE
2024-07-01 08:15:28,M02,0.99,0.955,76.07,15.99,0.223,-0.011,0.006,1,1,1076,1,PANNE_PHYSIQUE
2024-07-01 08:15:29,M02,1.16,0.89,78.33,13.64,0.273,-0.005,0.044,1,1,996,1,PANNE_PHYSIQUE
2024-07-01 08:15:30,M02,1.242,0.864,77.47,14.78,0.148,-0.032,0.036,1,1,1058,1,PANNE_PHYSIQUE
2024-07-01 08:15:31,M02,1.209,0.822,76.67,14.12,0.114,-0.047,-0.024,1,1,991,1,PANNE_PHYSIQUE
2024-07-01 08:15:32,M02,1.219,1.06,76.61,16.28,0.382,0.163,-0.001,1,1,1013,1,PANNE_PHYSIQUE
2024-07-01 08:15:33,M02,1.303,0.883,76.18,15.19,0.188,0.147,-0.049,1,1,1062,1,PANNE_PHYSIQUE
2024-07-01 08:15:34,M01,1.227,1.064,73.45,14.44,0.225,0.049,-0.009,1,1,1017,1,PANNE_PHYSIQUE
2024-07-01 08:15:35,M01,1.261,1.007,78.32,15.04,0.206,-0.008,-0.025,1,1,985,1,PANNE_PHYSIQUE
2024-07-01 08:15:36,M01,1.121,0.76,77.96,13.08,0.276,0.068,-0.017,1,1,970,1,PANNE_PHYSIQUE
2024-07-01 08:15:37,M03,1.108,0.845,79.44,14.21,0.366,0.011,-0.029,1,1,953,1,PANNE_PHYSIQUE
2024-07-01 08:15:38,M02,1.327,0.845,76.12,15.04,0.278,-0.016,-0.012,1,1,1019,1,PANNE_PHYSIQUE
2024-07-01 08:15:39,M03,1.205,0.891,81.95,15.64,0.124,0.038,0.018,1,1,973,1,PANNE_PHYSIQUE
2024-07-01 08:15:40,M02,1.146,0.893,76.49,13.57,0.134,-0.042,-0.006,1,1,1019,1,PANNE_PHYSIQUE
2024-07-01 08:15:41,M02,1.146,1.134,75.3,14.73,0.206,0.03,-0.071,1,1,1030,1,PANNE_PHYSIQUE
2024-07-01 08:15:42,M03,1.144,0.813,75.02,15.76,0.216,0.025,-0.029,1,1,980,1,PANNE_PHYSIQUE
2024-07-01 08:15:43,M03,1.139,0.916,73.24,13.94,0.109,0.066,-0.058,1,1,984,1,PANNE_PHYSIQUE
2024-07-01 08:15:44,M01,1.093,0.946,81.08,15.18,0.296,-0.061,0.007,1,1,1025,1,PANNE_PHYSIQUE
2024-07-01 08:15:45,M01,1.075,0.897,80.69,15.06,0.155,0.077,0.017,1,1,1029,1,PANNE_PHYSIQUE
2024-07-01 08:15:46,M01,1.181,0.906,78.84,16.28,0.345,-0.09,0.008,1,1,1004,1,PANNE_PHYSIQUE
2024-07-01 08:15:47,M03,1.149,0.815,75.25,14.84,0.369,-0.056,-0.031,1,1,1040,1,PANNE_PHYSIQUE
2024-07-01 08:15:48,M01,1.286,0.906,81.75,14.88,0.217,-0.051,0.007,1,1,996,1,PANNE_PHYSIQUE
2024-07-01 08:15:49,M03,1.22,0.938,76.56,15.64,0.268,-0.108,-0.019,1,1,1027,1,PANNE_PHYSIQUE
2024-07-01 08:15:50,M02,1.218,0.923,76.75,14.03,0.145,0.109,-0.044,1,1,969,1,PANNE_PHYSIQUE
2024-07-01 08:15:51,M03,1.137,0.943,80.85,14.85,0.281,-0.097,0.026,1,1,1026,1,PANNE_PHYSIQUE
2024-07-01 08:15:52,M03,1.187,1.009,78.98,14.67,0.199,-0.069,0.028,1,1,987,1,PANNE_PHYSIQUE
2024-07-01 08:15:53,M01,1.226,0.971,82.68,14.91,0.155,0.133,0.033,1,1,992,1,PANNE_PHYSIQUE
2024-07-01 08:15:54,M01,1.254,0.903,78.0,15.64,0.214,-0.056,-0.024,1,1,1040,1,PANNE_PHYSIQUE
2024-07-01 08:15:55,M03,1.189,0.805,76.45,15.42,0.201,-0.016,0.042,1,1,1011,1,PANNE_PHYSIQUE
2024-07-01 08:15:56,M01,1.284,0.85,75.93,14.46,0.211,-0.101,-0.02,1,1,985,1,PANNE_PHYSIQUE
2024-07-01 08:15:57,M01,1.197,0.88,72.97,15.11,0.305,0.09,0.022,1,1,1047,1,PANNE_PHYSIQUE
2024-07-01 08:15:58,M02,1.26,0.917,76.73,16.11,0.178,0.091,-0.021,1,1,997,1,PANNE_PHYSIQUE
2024-07-01 08:15:59,M01,1.157,0.86,80.15,14.39,0.363,0.08,-0.01,1,1,1001,1,PANNE_PHYSIQUE
2024-07-01 08:16:00,M02,1.05,0.824,78.84,15.12,0.138,0.059,-0.091,1,1,1004,1,PANNE_PHYSIQUE
2024-07-01 08:16:01,M02,1.218,0.804,77.45,14.87,0.354,0.011,-0.013,1,1,1048,1,PANNE_PHYSIQUE
2024-07-01 08:16:02,M01,1.255,0.767,75.01,14.96,0.161,-0.051,0.002,1,1,1003,1,PANNE_PHYSIQUE
2024-07-01 08:16:03,M03,1.243,0.879,77.94,13.8,0.235,-0.081,-0.017,1,1,971,1,PANNE_PHYSIQUE
2024-07-01 08:16:04,M02,1.231,0.782,79.83,16.05,0.199,0.137,0.063,1,1,993,1,PANNE_PHYSIQUE
2024-07-01 08:16:05,M01,1.168,0.819,78.43,14.44,0.21,0.083,-0.045,1,1,1034,1,PANNE_PHYSIQUE
2024-07-01 08:16:06,M01,1.131,0.867,77.8,15.77,0.294,-0.068,-0.023,1,1,1029,1,PANNE_PHYSIQUE
2024-07-01 08:16:07,M01,1.241,0.792,75.49,14.55,0.346,0.008,-0.035,1,1,1039,1,PANNE_PHYSIQUE
2024-07-01 08:16:08,M01,1.231,0.928,79.48,14.55,0.323,-0.028,-0.023,1,1,996,1,PANNE_PHYSIQUE
2024-07-01 08:16:09,M02,1.151,0.956,69.88,15.91,0.206,-0.113,0.036,1,1,1053,1,PANNE_PHYSIQUE
2024-07-01 08:16:10,M03,1.286,0.854,78.32,15.75,0.249,0.022,0.053,1,1,1058,1,PANNE_PHYSIQUE
2024-07-01 08:16:11,M01,1.125,0.863,83.57,15.16,0.178,-0.04,-0.028,1,1,1028,1,PANNE_PHYSIQUE
2024-07-01 08:16:12,M02,1.149,0.94,73.78,15.57,0.162,-0.095,-0.028,1,1,1030,1,PANNE_PHYSIQUE
2024-07-01 08:16:13,M03,1.329,0.841,76.82,14.8,0.151,-0.15,-0.044,1,1,1029,1,PANNE_PHYSIQUE
2024-07-01 08:16:14,M03,1.267,0.836,77.38,15.0,0.203,-0.159,0.046,1,1,946,1,PANNE_PHYSIQUE
2024-07-01 08:16:15,M01,1.168,0.992,76.29,14.52,0.254,-0.035,0.04,1,1,1042,1,PANNE_PHYSIQUE
2024-07-01 08:16:16,M01,1.22,0.967,79.89,15.68,0.095,-0.005,-0.006,1,1,979,1,PANNE_PHYSIQUE
2024-07-01 08:16:17,M01,1.209,0.945,78.53,14.5,0.232,-0.087,-0.053,1,1,1020,1,PANNE_PHYSIQUE
2024-07-01 08:16:18,M02,0.975,0.971,77.77,16.11,0.347,0.071,-0.05,1,1,988,1,PANNE_PHYSIQUE
2024-07-01 08:16:19,M02,1.123,0.742,79.31,14.78,0.318,-0.003,0.004,1,1,1029,1,PANNE_PHYSIQUE
2024-07-01 08:16:20,M01,1.192,1.004,77.44,15.03,0.192,0.063,0.018,1,1,977,1,PANNE_PHYSIQUE
2024-07-01 08:16:21,M03,1.168,0.928,85.03,15.57,0.133,-0.016,-0.078,1,1,1015,1,PANNE_PHYSIQUE
2024-07-01 08:16:22,M01,1.216,0.977,77.76,15.03,0.269,-0.078,-0.014,1,1,978,1,PANNE_PHYSIQUE
2024-07-01 08:16:23,M02,1.288,0.928,77.87,14.79,0.065,0.015,0.058,1,1,946,1,PANNE_PHYSIQUE
2024-07-01 08:16:24,M03,1.171,0.901,73.29,14.99,0.317,-0.127,-0.01,1,1,989,1,PANNE_PHYSIQUE
2024-07-01 08:16:25,M01,1.111,0.876,76.1,15.67,0.22,0.059,0.053,1,1,1024,1,PANNE_PHYSIQUE
2024-07-01 08:16:26,M01,1.223,0.927,80.15,14.52,0.37,-0.094,0.022,1,1,968,1,PANNE_PHYSIQUE
2024-07-01 08:16:27,M02,1.17,0.873,74.19,14.92,0.108,0.099,-0.042,1,1,1000,1,PANNE_PHYSIQUE
2024-07-01 08:16:28,M01,1.184,0.966,72.22,15.02,0.303,-0.032,-0.013,1,1,1022,1,PANNE_PHYSIQUE
2024-07-01 08:16:29,M01,1.173,0.773,77.48,15.65,0.228,0.113,-0.007,1,1,979,1,PANNE_PHYSIQUE
2024-07-01 08:16:30,M03,1.377,0.855,80.69,14.94,0.211,-0.113,-0.037,1,1,1011,1,PANNE_PHYSIQUE
2024-07-01 08:16:31,M03,1.016,1.059,77.5,16.35,0.135,-0.067,-0.038,1,1,1008,1,PANNE_PHYSIQUE
2024-07-01 08:16:32,M03,1.165,0.848,76.59,14.89,0.279,0.043,0.054,1,1,934,1,PANNE_PHYSIQUE
2024-07-01 08:16:33,M02,1.196,0.879,72.94,14.83,0.285,0.125,-0.038,1,1,1081,1,PANNE_PHYSIQUE
2024-07-01 08:16:34,M03,1.133,0.828,78.49,14.88,0.367,0.176,0.038,1,1,948,1,PANNE_PHYSIQUE
2024-07-01 08:16:35,M03,1.269,0.924,78.99,14.04,0.309,0.008,-0.018,1,1,990,1,PANNE_PHYSIQUE
2024-07-01 08:16:36,M01,1.262,0.84,73.12,14.24,0.192,0.194,-0.003,1,1,1003,1,PANNE_PHYSIQUE
2024-07-01 08:16:37,M01,1.193,0.883,80.12,14.62,0.162,-0.027,0.019,1,1,1045,1,PANNE_PHYSIQUE
2024-07-01 08:16:38,M01,1.175,0.964,79.24,15.85,0.135,0.117,-0.024,1,1,1003,1,PANNE_PHYSIQUE
2024-07-01 08:16:39,M02,1.187,0.843,80.12,14.99,0.344,-0.094,0.019,1,1,995,1,PANNE_PHYSIQUE
2024-07-01 08:16:40,M01,1.188,0.96,78.8,14.65,0.178,0.047,-0.077,1,1,985,1,PANNE_PHYSIQUE
